549dc0af2dced08de5ca623a9d91bb4e55922500
138	549dc60db7f504b1907c6c43df2657c612838885	67.249.193.27	53737	132.145882
138	549dc548156ef9a6f2f16af343675b35f4e9eb8f	81.165.127.242	37604	44.661999
138	549dc4f5624e6059ce829a68a917ab079535e8c9	84.50.64.155	20127	90.231895
139	549dce9f732b1cac63b5cc5c706864116df5a272	119.242.169.198	12874	308.319807
139	549dc9a1b95d482b5834194210b0f2ce252dae98	85.234.63.131	24007	46.765089
140	549dd54e0c143dc021f4fd909702a0b8a9f560e0	77.120.153.161	35691	103.708029
140	549dda4eee1a242d1f86bbc3ec3e1c6eae4806b9	189.33.174.13	48663	346.940041
140	549dd0cc2d23e3adf476b296bd6bb3e36aba8362	175.206.7.246	43492	454.873085
140	549ddff37b8113f6ea559181637ec88d8db211d0	125.27.63.166	15725	853.621960
141	549dedd0aa3ecbfec8f3ff648d8658216f7f8659	24.95.52.100	46018	164.751053
141	549df879b36d13fb3d7652506aa543dac00d6d4b	98.223.42.120	19920	173.270941
141	549dee49ef94876b2024ea83a72de05e56e5c2ef	80.13.234.18	24055	67.227125
141	549dfe8ec29394991ad3eb6f444717cece137904	81.16.162.106	25878	12.895107
141	549df429e85bc4b94aef32c73772ba1fbd4a1ada	112.135.19.185	31088	606.678963
141	549df913dcdda4a04388900c0904a68e31972fe9	78.171.180.137	11820	139.065027
141	549dfd74b7ea407a8f685bf9e5326c8083a91946	89.210.186.249	57844	124.229908
142	549d8e78f69363db26adc6d0006762eee0740755	92.53.73.32	53211	23.132086
142	549d84f4ef83d03e4661c8228ab530de87e29f11	119.153.11.115	22967	235.975027
142	549d90565c6705b5fd5c6bc294101e3cd7287c9c	76.110.147.241	57010	161.734104
142	549d8f1f3f3f8eb2d71638bd8391dd03f139b974	83.185.21.49	40440	104.640961
142	549d9d7d92977db563d20885eaef40493a9ef8df	122.161.243.150	10166	261.183977
142	549d8a742343fad2bf08d4fad3cd4d592bfc0885	188.186.198.172	48583	99.217892
142	549d9fe9de4ed2efa2ec25fbf917b7ab6c427d6a	213.113.196.241	64175	39.744854
142	549da462255ecdf6d267ce4ae13c482d2023873e	201.240.21.69	21038	277.320147
143	549d421c68267eea09b65beaebe69c681a5eac95	90.209.80.109	61204	200.074911
143	549d041815436070374c88599f82f1240370d8e6	95.26.252.141	24015	93.141079
143	549d59d309677836dc3c58c1fbdbc2e7a0eadc04	24.22.115.135	60703	221.320152
143	549d0c70f811fb232187ff5c073c77933e7c4177	71.190.150.90	46637	108.067989
143	549d4f14496f6381aae43169537778d39673fa03	79.119.99.72	33178	87.080956
143	549d157ea740452f21c0cb850687e6f53eb079cf	79.46.24.83	31490	1360.532999
143	549d340ae9956377f1d1fc07700f540e74f508a3	124.166.123.125	16001	931.266069
143	549d31a0146119ee88ea64587ec6170d98b6eb56	91.193.13.245	61244	46.211004
144	549c1a45019dda0ed8ef310403da8a3eb3d59ee8	95.79.217.119	64922	36.012888
144	549ceb84760d2c3851f4eadf201ba8dfac1d6b66	98.232.211.159	15081	228.096962
144	549c98b9afa891d7e54e50e04a1a14d037e1882b	222.149.152.80	61586	319.547176
144	549c0135d959f40eeeeba5e286ac68dddf74bd94	81.152.173.167	19078	88.243961
144	549c65cf5a70c6c8b2aff874027dc6ea9aa07bb4	188.221.180.37	14404	58.634996
144	549c97acfce2424635d258cfa302f02c32a28144	98.220.89.215	54000	988.482952
144	549c15f6854a06853e1082a071b090f1ad8a5832	182.52.44.93	8326	626.522064
144	549c40aa53e0a6c0bc28b967b04defc699f6c401	112.159.84.97	4711	476.511955
145	549fd040c3d8f831f7ab08ce6d8823d087e46d03	89.103.88.201	25493	81.884861
145	549ed8fc40989385636f73a86816ce13a18f2e80	92.148.176.142	50577	92.021942
145	549e7051e52616e9830649d88e0aca24005c1ac1	219.74.149.2	45076	412.292004
145	549f157a161c09a867f161f65929e0501f601166	2.51.2.239	48736	179.982901
145	549f15dc67f95702e4d152b329ebe6c40b7f9c33	189.62.147.41	20754	531.302214
145	549e367d455cc8cda7badada78a97de7eb4d5c71	70.54.15.79	58001	151.976109
145	549e49e6b86951dd7d030656b86e11227717783a	99.13.51.99	21676	154.085875
145	549e3cdb47ae317d5ce2a17dadfc266849eb0bdd	188.208.35.40	27930	81.067085
146	549a3de32c81080be7e30160177efb6c4272f4d3	68.59.244.91	58500	275.010109
146	5499dd813764647cd618d6bc9791721353567262	119.77.235.60	21000	396.942139
146	54983bf636cd2c51435a66e845c7df1a10032370	99.68.195.133	36392	195.786953
146	549a0bb1975b10db4a20cf5ba74fe1a69d46a237	88.175.228.115	42517	89.475870
146	549b0d99384040d847a4851a5696753df9937098	86.101.106.152	18603	319.509029
146	54981ce8e7dc13495e2217a6d699238f8036610e	89.39.21.223	22980	176.709890
146	54985bde5e2c3c008916de4ff79f064fb5b5b20a	24.48.222.191	39645	936.706066
147	5491aad184d276892aaa24e26bb154fc0da3243e	94.23.45.141	49001	38.516045
147	549550d0c5a10827ff5552c6aedd6e7fd760f29d	91.103.152.238	20002	19.868851
147	5492ca6ae56c5db29cfcfd259802999058360e64	75.75.22.239	36619	131.953001
147	5490cd077457fde7eab47809bbf38a498d0584d6	87.120.199.250	21887	150.665045
147	54967fd11d5004b248279013ad14fa0757cc51ba	77.98.61.225	17055	60.817957
147	5494e4ef336e476e920ac4cc7b4d7fe44cc6c9c0	220.132.215.15	17446	402.960062
147	5490eb72e8cc0dab4f81794ca490f9ed98893b44	195.18.20.34	24959	273.210049
147	5493952d349d4fffd67dcf45918a93fecd0c5126	70.119.152.200	25886	148.854971
148	5480659c06c63f16ad06b7a601d37e67b5c1b354	24.201.255.15	6881	166.973114
148	5485525d2e815cb66c965a5a19126ff89029a0c0	77.122.225.135	26982	102.501869
148	548ac5b339126c340c74fc6953f30f8efa655526	188.133.247.84	24913	156.270027
148	5480d75b63cea0fcc140120956081c10f159831d	87.226.90.233	31032	20.195961
148	54859a6b2581963672da5e2a37728a18d45ab39f	123.192.74.225	35335	333.505869
148	548eb1444ce147116f131e86618a14d90fcca26a	110.168.113.202	20289	376.203060
148	548489add60919e4c0e016a2a228b69b70d3b2ef	123.202.107.116	14788	433.856964
148	5483cff769f258fe3685f3ddc1d48383d6540a79	92.101.127.212	6881	83.651781
149	54b6fa6241524953122fff88afea581e4c354ff3	77.97.122.68	21803	217.318058
149	54a3104647efd973e1994e02ab096d9dad44948c	93.103.194.117	6881	51.171064
149	54a7f38e9ff14444674fba61f7269bf1f4a3193b	121.130.254.103	39420	442.934036
149	54aea73228502fd6ef4275e55485a8baf085c1a6	24.202.4.85	26786	151.577234
149	54bc9352f5dad22b1bfdcffe781d5dca3d01857d	90.36.7.248	40462	541.456938
149	54aee0f78bc3aff219b4adcf2a1aeca5bb73aaa3	76.244.70.169	47601	255.481958
149	54be6c53c9f29ada2066ba2c7c4a3cab088fa418	79.100.146.200	38683	1677.062988
149	54b9ed967c1986e29419ecbf12ab594f17b62758	122.116.52.155	19056	374.349117
150	54f255f4b7bbe6bb23ae29834dfee9db4abd35b5	82.230.97.71	21469	109.567165
150	54dd96eadd88432f168088c2eb95ebe020723193	173.63.177.159	42606	112.780809
150	54c3ad557d6f12f7fdb8d84ccea84222917b346d	62.16.239.214	10001	35.745859
150	54fc73de759be51ddb7b38ade55b7fb9d7c55615	95.132.185.96	20724	155.528069
150	54c86b3137214fc827a49a37a99a52e1bd1d9d63	109.212.96.95	14388	52.467108
150	54c2ac951352669dc5ea33eef53daa717f44f2ea	118.173.99.222	60501	368.974924
150	54cb1ff0af5e9aa90ba1500ab6ab79ffe29d25c6	118.46.97.213	20941	428.699970
150	54d9a2eb13c2adb7285aa3d8ff68045cbc8faf35	182.52.84.37	19283	726.142883
151	543b38beb6b5de3a9f41b509a7e87a5981f418d0	122.162.115.3	10000	255.143166
151	547dcdbe202ad14503dcd307e9a7dc6b0d50dd60	95.85.163.126	26419	58.198929
151	5468c1a7188b4d66f0fe43dbc90c8ed87b3c6e2a	116.81.86.110	10795	334.969997
151	540f8971f8a97b016484e67b10f4fdafd5f3ee79	81.200.124.118	29545	34.366131
151	540cfea085356b17669a0f2e05ac6724bcd0b4ea	213.112.37.165	55757	23.463964
151	546c5bf31a028ebc25f0fa6c5d4db54a6a16844d	67.170.76.118	52161	215.348959
151	5466a6f0a1d593b8e08e4066f53ac48abb91ff50	61.15.51.29	10580	262.462854
151	5475d6dc77c58e9f6a02cb1cf39d5905ff1019ea	24.233.182.161	63771	316.009998
152	55cd4084ce9cfd1c9e9c11cd6481963f1eca5963	94.170.233.105	6881	56.262016
152	552af5f73554cc86edc058ff37e25a441adcc500	77.37.178.165	47660	28.985977
152	5551d8e54c27e229e4d8253f9b076a8e3d1f63a9	72.199.111.150	50207	176.930904
152	551f826bfac7f0782fd7108078e8a693943c9599	98.206.177.60	51413	154.430151
152	55a5d32ab3a0f8cc1f73f5f5aec4dcc2526d06f5	74.44.76.248	19337	139.795065
152	55efdd50ef1f968a56e7872484ad866a21c5b0dd	59.113.167.119	25238	385.087967
152	550e6d213f25e5bd9eaf9214c10c642340c8c581	61.24.114.136	16071	315.252066
152	5591120f39d209d00a05abf3f715e2fcd1a2cf1d	109.184.41.135	14973	168.834209
153	5770a67595ea2c8c9783340622dcea6e39f16395	188.193.253.228	20598	158.360004
153	5776b8b6e41a61392a9a11d73f4d6e88d16762b7	85.4.46.190	6882	55.348158
153	57babad669f95099ff6485bc4d3e95d6481ad716	77.249.23.104	51882	49.813986
153	56513619c0be7e63cfd0659cf77932688e68131a	75.164.155.150	58581	277.258158
153	57f9ac43d968cc7c66c035a72a1249aedfa0488a	99.97.94.113	28509	151.006937
153	5790f9360438313a333ac6ea101af81b6d7cb0a0	94.227.145.227	17210	830.827951
153	575531349c5482cf84e3f9632b929b6866f57c9c	68.36.105.243	50650	138.427019
153	57cd248116b65cb9fd550526e92391d734999f46	62.37.152.126	12028	98.259926
154	531b7f216f2d1ab6c53e3b5e63a60cee850c258c	67.81.171.8	48666	106.070995
154	538e7d0ecde3e3b55165851b4ae68792c1fbc9eb	82.33.104.165	48704	231.266022
154	51c294166fe200413c84239759819181d95134ec	217.114.159.11	31157	134.088039
154	53e8c43e9fa858c2273404981c5875eba6bdfc7f	79.120.1.143	42722	28.857946
154	528f1c05dd240a166580496051940cc30b29c05c	76.106.241.118	21522	221.773863
154	526ee48d2ca25b44fa613c54ff1ac866458edd20	202.226.217.205	60713	319.915056
154	5263bee936a7d345c7b280ee54307ec62f155a05	86.211.37.30	43743	195.390940
154	51523453cd2503f861440d02bd3f5934135e19ee	86.172.249.190	57102	102.381945
155	5dc658504ca5dd357ed10f85ee2c883b096d4741	93.100.44.175	40000	18.378019
155	5fbe8246df3acd0f008e3014195a2c74e6387b7c	89.160.19.212	12448	14.268875
155	5fd985192997fb6251f6a913ea23a12ac4879754	65.92.80.141	61421	159.831047
155	59974eb774119448b8dd88313f214e63e0602824	95.32.142.233	27711	67.390919
155	58efc01c4e2fe910625117ec65b86471feea31ed	85.228.21.62	8500	7.130146
155	595f4c3d2f36fdc6fdd15b5e5e71727161f96d0b	14.136.24.163	21402	450.575113
155	5a96edb81240b353b82c9add9d32a895181f0843	92.236.125.118	7194	250.775099
155	5d65ab8be91c0f9b01a19d053742d17c72c79146	95.60.57.211	13804	424.257994
156	4c5c0a45688eb723a9e516eafcbccda101a1054b	178.74.247.97	23877	85.803986
156	46a980c13bf39c4ff6607269af951b483c7d5c93	74.192.204.105	52047	183.195114
156	421a0d4db11d682a3d53b4830ed2d04a77540f3f	76.226.42.109	26233	174.849033
156	451603731da799beac547b42f0b7be5dc7ed771c	212.45.81.216	64973	78.264952
156	4ba6b1ae0fd20469fcf523be2e082c1af07be209	61.225.83.220	11238	354.730129
156	4fc1b9ac4504a7f090ddc563d16f4dddef4245cb	122.172.121.16	10019	245.959044
156	46f59b298e90907b7b05fb3b45fa16c62f7ba67a	86.10.187.19	33505	57.224989
157	7f226fa976bdf706e5f6b368fa38797d0df7dc83	94.31.134.97	51409	176.816940
157	6218f9e335e2e0188639e5e60101ac18c36e2afc	92.235.36.112	2737	57.264805
157	664e1de580e214ad7fcd51524e19509a7de9870d	93.50.114.15	43507	52.546024
157	6c9f2a644403a99263ab2cfc6efa2005d5cf3fd2	110.174.60.202	32194	417.690039
157	6d96daddfafa52720d15238f7256a134b9a84cd7	123.16.58.240	43622	475.734949
157	6fcede1665043661d023f9fa9c378ffc89d3d420	125.230.102.60	17378	394.126892
157	65c85594c8b1c32761d1c9c8ccc5b7103a65a341	98.246.28.51	14490	224.232912
157	719fb34fe41a093e86245843d750baaa455fbf4a	76.102.71.214	10938	283.463001
158	3c41247f6897139ba8dead16dd2cb9deba6d10e2	212.117.174.136	58120	41.913033
158	3133440a702439c6d0b947c3e963925a3cbcbde9	87.98.254.145	17971	36.944151
158	30e5ad82e28e4e3c412a0448c8134b17802ec7a0	195.198.40.80	22249	13.520002
158	313388d57508e557d39e7ee1393ebf5fa677a113	2.104.130.49	33729	21.098852
158	3f2cbd5f4de695971af9c5160ad7a585a9291397	93.164.239.210	6882	44.110060
158	3132725e533a687c6ec21a127e2dfb5469832f19	83.233.242.6	10110	4.603863
158	31323f3db0e0fd010e7b5dc38be075fc0ff38f45	83.201.133.83	24845	71.283817
158	3132386ba1f5774c10e3d602d42290ee2595f592	86.99.204.68	11765	797.335148
159	e7340b9c3ee193687e9b72bf6876d0c038e63491	77.106.118.46	54978	164.659977
159	a359481b424a20fba246c6466cf3be5d8233bd46	149.7.96.237	1052	42.419910
159	91a4ae91100f0a3cebe06c9d7397103848f1f631	77.70.27.241	26068	54.186106
159	91a8d29f85353d610625f408516a810eb67cdc4d	178.216.98.2	38212	87.964058
159	b5f3010bc9527f029a2870cf77726a45a7cd49cc	84.2.233.182	45338	52.834034
159	936ae0b7dffcc732621e4ebbe36719b6a98d4c02	77.206.234.31	27237	79.761028
159	936bce5079e0340cb6131f05e582205441c87cfb	87.66.162.158	16522	88.722944
159	936bc876cc9fd592eb1e005ee267d7fed365ad4a	95.51.146.18	17639	115.756035
