 1000    18.0986359119
 2000    47.092266798
 3000    85.7976047993
 4000   134.83812499
 5000   195.168062925
 6000   267.440032959
 7000   353.381273985
 8000   450.738054991
 9000   587.740204811
10000   713.477218866
