 1000    26.0227069855
 2000    71.1785829067
 3000   134.515384912
 4000   217.864450932
 5000   322.872437954
 6000   450.756522894
 7000   600.725807905
 8000   776.890308857
 9000   979.270781994
10000  1241.38221288
