 1000     5.90815901756
 2000    20.9052078724
 3000    40.0958180428
 4000    63.788864851
 5000    93.7592139244
 6000   129.551013947
 7000   170.604746819
 8000   217.593762875
 9000   270.690201998
10000   329.352663994
