 1000    11.3604347706
 2000    34.8381009102
 3000    65.5864927769
 4000   109.027065992
 5000   158.23620677
 6000   217.586492777
 7000   291.449384928
 8000   380.583915949
 9000   479.668487787
10000   595.532059908

