 1000    20.5940349102
 2000    53.033164978
 3000    96.6509230137
 4000   153.628683805
 5000   225.027191877
 6000   311.79647398
 7000   413.25670886
 8000   529.913122892
 9000   660.937633991
10000   807.542491913
